,title,date,author,result,id
433,Xi'an patient escapes from hospital with new pneumonia ,2020/1/25,Communist Youth League Beijing Municipal Party Committee,FALSE,https://vp.fact.qq.com/article?id=620919db07ccb8c8c5d6a2a23e295e45
434,A bit of garlic in the mouth after bitten garlic is better than a virus-killing oral medicine,2020/1/25,"Master of Pharmacology, PhD in Pediatrics",FALSE,https://vp.fact.qq.com/article?id=9db584a0cf5fb9cb95cad13a0612a19e
435,Singapore rejects more than 116 travelers from Wuhan,2020/1/25,CCTV News Center official Weibo,FALSE,https://vp.fact.qq.com/article?id=37642c813a1de5cf1cbc77e4178f673f
436,N95 masks also need to be changed every 4 hours,2020/1/25,"Master of Pharmacology, PhD in Pediatrics",suspect,https://vp.fact.qq.com/article?id=887427b1869b3db05a2d6ccdc33400a3
437,Zhengzhou will spray aerial killing drugs from 9 am to 11 am,2020/1/25,Zhengzhou Radio News Broadcast Official Weibo,FALSE,https://vp.fact.qq.com/article?id=d087b691eab2d89d7e177a299e183818
438,Eating banana will get new coronavirus pneumonia,2020/1/25,"PhD, Food Engineering, Department of Agriculture and Biology, Purdue University",FALSE,https://vp.fact.qq.com/article?id=c02adce8a72ca30d602947c1e395234f
439,Two passengers on a flight from Singapore to Hangzhou have fever and all passengers are isolated,2020/1/25,Professional fact verification platform under Tencent News,TRUE,https://vp.fact.qq.com/article?id=a317d78f0f5a94a8a3784217eed0c3c3
440,Sichuan high-speed road closure,2020/1/25,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=b1eb4da63e7b92ed24b9f6487602a2df
441,"Wuhan No. 4 Hospital, Wusheng Road District Emergency Stop",2020/1/25,Wuhan Radio News Broadcast 884 Official Weibo,FALSE,https://vp.fact.qq.com/article?id=2b728bac0f2b469c0391e5a040e26d61
442,"Wuhan ""Xiao Tangshan"" will stop work and relocate",2020/1/24,Journal of Hubei Provincial Party Committee,FALSE,https://vp.fact.qq.com/article?id=2c8efb1aaf3301bda65f4e8a0f8dbb44
443,Free masks for 49 hospitals in Shenzhen,2020/1/24,"Southern Newspaper Mobile New Media! Newest, fastest, most Guangdong!",FALSE,https://vp.fact.qq.com/article?id=cab42edfe34c0a660d6ba37476d423df
444,Hankou completely closed Hanyang strong restriction Wuchang weak restriction,2020/1/24,Report of the CPC Wuhan Municipal Committee,FALSE,https://vp.fact.qq.com/article?id=989ccb91c23b75fc5ddfb59c2cbd33e4
445,Academician Zhong Nanshan said that drugs are currently available for clinical treatment of pneumonia,2020/1/24,Communist Party of Guangzhou Municipal Committee,TRUE,https://vp.fact.qq.com/article?id=5677221c80216203d73ea7fb2dc7e0e7
446,"Small sesame oil drops in the nostrils, which can block all flu and plague infections",2020/1/24,"PhD, Food Engineering, Department of Agriculture and Biology, Purdue University",FALSE,https://vp.fact.qq.com/article?id=988871351d8c00c559c88786fc68e357
447,Xiangya Hospital sets up a tent to house patients from Wuhan,2020/1/24,News-based large-scale online information publishing platform built by the People's Daily,FALSE,https://vp.fact.qq.com/article?id=c5b56c9bae56f45d71e0e28f3eb8172a
448,Wuhan will be disconnected to prevent medical personnel from sharing related information,2020/1/24,Wuhan Internet Information Office,FALSE,https://vp.fact.qq.com/article?id=84c2a116ec99734d71675021085d1c8e
449,Hubei Economic TV host reporter wears a mask to broadcast news,2020/1/24,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=3e4e841ac97760f34210f1338aadef59
450,Jay Chou went to Fuzhou to participate in the event and brought his own isolation box,2020/1/24,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=c1bfc88046a489a9b287ec4584197297
451,Family of three in Wuhan confirms diagnosis of new coronavirus pneumonia,2020/1/23,"""Business Observer"" new business information platform",FALSE,https://vp.fact.qq.com/article?id=e633815442b986f8220183e6c42d2166
452,Wuhan gas station closed,2020/1/23,Financial New Media,FALSE,https://vp.fact.qq.com/article?id=8c8cf484eaa5792ffbcc8d8918981f74
453,Anti-flu drugs oseltamivir and ribavirin prevent new coronavirus,2020/1/23,"Master of Pharmacology, PhD in Pediatrics",FALSE,https://vp.fact.qq.com/article?id=7e76b95972ff53d590c7cf4d8f48d57c
454,Doctor Hangzhou Tips: Applying wind oil to people can effectively prevent respiratory diseases,2020/1/23,"Master of Pharmacology, PhD in Pediatrics",FALSE,https://vp.fact.qq.com/article?id=3b513f8b105f991db2117cdbf8965801
455,Drinking high-alcohol and sauna can fight new coronavirus,2020/1/23,"PhD, Food Engineering, Department of Agriculture and Biology, Purdue University",FALSE,https://vp.fact.qq.com/article?id=e645f3ef33879460c954a47cbbc85d0e
456,Wuhan Official: Dissemination of disinfectant powder over Wuhan,2020/1/23,Organ of the central committee of the chinese communist party,FALSE,https://vp.fact.qq.com/article?id=e546330793723179fabab7a8db3e8aed
457,Academician Zhong Nanshan suggested salt water mouthwash antivirus,2020/1/23,"Doctor of Medicine, Deputy Chief Physician, Young Member of the Popular Science Branch of the Chinese Medical Association",FALSE,https://vp.fact.qq.com/article?id=9f065d6a729245d5dfaa18759f10f088
458,"Case of pneumonia suspected of new coronavirus infection found in Jimo, Shandong",2020/1/22,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=9131ce3679657aa0c998943ea2dc2b37
459,Alipay provides payment data in Wuhan seafood market,2020/1/22,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=160daf7dc1c009b5b5bb0be5ea381447
460,Wear multiple layers of masks to effectively prevent new coronavirus,2020/1/22,"Doctor of Medicine, Deputy Chief Physician, Young Member of the Popular Science Branch of the Chinese Medical Association",FALSE,https://vp.fact.qq.com/article?id=f8fefa75b7d1f0296c3656714c06d8b9
461,Ordinary people need to wear goggles when going out to prevent new coronaviruses from invading their bodies,2020/1/22,"Doctor of Medicine, Deputy Chief Physician, Young Member of the Popular Science Branch of the Chinese Medical Association",FALSE,https://vp.fact.qq.com/article?id=fdd40d620723576776633b0da69968ce
462,Peking Union Medical College Hospital flees Wuhan pneumonia patients,2020/1/22,Comprehensive Large City Daily,FALSE,https://vp.fact.qq.com/article?id=502100d9aaf5d5ed23850933140f8088
463,New coronavirus antibodies treat and prevent pneumonia,2020/1/22,"Master of Pharmacology, PhD in Pediatrics",FALSE,https://vp.fact.qq.com/article?id=d024bb6fdb1f60a8a785dd83c9a935d4
464,"The correct way to wear the mask: when the cold is colored outward, no cold is reversed",2020/1/22,International Rumor Verification Agency,FALSE,https://vp.fact.qq.com/article?id=ca1dd5415f6acd1fbf7c22fd1e6e3dc1
465,"This glass unit is the ""isolation compartment"", which is used to isolate the patient",2020/1/22,"Doctor of Medicine, Deputy Chief Physician, Young Member of the Popular Science Branch of the Chinese Medical Association",FALSE,https://vp.fact.qq.com/article?id=762167361e181d478652f85ac76fe34d
466,Fireworks can be disinfected to prevent plague,2020/1/21,"Doctor of Medicine, Deputy Chief Physician, Young Member of the Popular Science Branch of the Chinese Medical Association",FALSE,https://vp.fact.qq.com/article?id=a54f4a260301565af3454048724350f5
467,Washing hands and wearing masks can reduce the risk of new coronavirus infections,2020/1/21,Guidance and coordination body on health issues within the United Nations system,TRUE,https://vp.fact.qq.com/article?id=1004b6f11ea6b1b0220fd3df31d54447
468,Vitamin C effervescent tablets can prevent new coronavirus,2020/1/21,"Doctor of Medicine, Deputy Chief Physician, Young Member of the Popular Science Branch of the Chinese Medical Association",FALSE,https://vp.fact.qq.com/article?id=27cb4d680688502e958f3338a062d313
469,Smoking prevents SARS because e-liquid can block virus from entering lung cells,2020/1/21,"Associate Professor of Research, Department of Pathology and Experimental Medicine, University of Pennsylvania School of Medicine",FALSE,https://vp.fact.qq.com/article?id=70923ebacac69b6441a74afc972c12b5
470,White vinegar on the radiator can disinfect indoor air,2020/1/21,"Doctor of Medicine, Deputy Chief Physician, Young Member of the Popular Science Branch of the Chinese Medical Association",FALSE,https://vp.fact.qq.com/article?id=c277f00c36576e096ef010fb452bc91b
471,Wuhan unknown cause pneumonia SARS virus,2020/1/18,China CDC Official Account Official Account,FALSE,https://vp.fact.qq.com/article?id=82226639be57efa52297094f79ec6d52
472,Diarrhea is caused by a virus,2018/11/27,Liang Xiaoli,suspect,https://vp.fact.qq.com/article?id=aa3546e01b77bc4b58499915a551e971
481,"The video of ""Li Yong's death"" is a virus, do not open",2018/10/30,Cheyenne,FALSE,https://vp.fact.qq.com/article?id=c727ee3a7a738837963258e28384f513
482,Dogs can transmit Ebola to people,2018/8/19,Tencent Medical Code,suspect,https://vp.fact.qq.com/article?id=4bc5e92a03bd1fe57dc2b772728e5e51
483,Flu can only be caused by the flu virus,2018/1/12,Yu Yan,TRUE,https://vp.fact.qq.com/article?id=35e6847e3a5607fee13aa23fc5364a3c
484,Click to open the virus in the SF listed red envelope,2017/3/9,Zhao Yanchang,FALSE,https://vp.fact.qq.com/article?id=2cce4a92af5fd2cce83918b996d7091f
485,"Photo of ""Trump Stroke"" opens virus",2018/4/2,Song Hui,FALSE,https://vp.fact.qq.com/article?id=ddda352e82976a253fb4870fe2958e3a
486,"""Park Geun Hye is dead"" video is a virus",2018/1/4,Zheng Ziyu,FALSE,https://vp.fact.qq.com/article?id=8fea58e72d44ea1d3d7d291b473011a8
487,WeChat group mid-autumn blessing message is virus,2016/9/16,,FALSE,https://vp.fact.qq.com/article?id=2e2318d578fafba4b9df1ed5a6838a95
488,"""4G Traffic Free"" Link Is Virus",2017/1/17,,FALSE,https://vp.fact.qq.com/article?id=e9868f3db14806442916ac4f23555633
489,68 men and women died of CTC5 virus in Shanghai,2017/5/23,Cao Xiao,FALSE,https://vp.fact.qq.com/article?id=4d48863635b80727b40498903a94c541
490,Norovirus expected to be captured,2017/1/13,,TRUE,https://vp.fact.qq.com/article?id=08b449aba0d975b50c5917596535d91b
491,Virus in Taiyuan 12 earthquake video,2017/5/22,Song Hui,FALSE,https://vp.fact.qq.com/article?id=37a792801918bad2b7001cc1f462ff01
497,"Strawberry contains ""Norovirus"", it will be poisoned when eaten",2018/1/19,Wang Silu,FALSE,https://vp.fact.qq.com/article?id=44ff3c9c3d7a57d8acb22003eec27be6
501,Prevention of hepatitis virus infection and antiviral treatment can effectively prevent liver cancer,2018/2/25,Tencent Medical Code,TRUE,https://vp.fact.qq.com/article?id=a7494be9e574dee6a7350231a45a6005
504,Qingfei Paidu Decoction is 90% effective for new coronavirus treatment,2020/2/11,Live sunshine,suspect,https://vp.fact.qq.com/article?id=99cc7e912ac87907067a36e5e2c2d7b6
506,"Someone in Shangqiu, Henan Province was poisoned by eating watermelon and infected with H7N9 virus",2018/4/9,Section of ginger,FALSE,https://vp.fact.qq.com/article?id=119c7edfbadbd2c41cfa1444f386aa18
508,Pangolin is an intermediate host for a new coronavirus,2020/2/27,VC,suspect,https://vp.fact.qq.com/article?id=214801897cc468ed0130798a708f674f
511,"Hepatitis A virus outbreak in Donggang District, Rizhao City",2020/3/1,Cloudless,FALSE,https://vp.fact.qq.com/article?id=0e2cfbd48ab56f646e3ba6abcb18bd14
572,New coronavirus invades cells with the same mechanism as SARS,2020/1/24,Section of ginger,TRUE,https://vp.fact.qq.com/article?id=2b13c6d258dc582b865ff5c310982852
576,Grapefruit containing virus causing death sbitch5,2019/12/4,Hu Yuandong,FALSE,https://vp.fact.qq.com/article?id=9567e47d18a3d2764a76c9c138a74e3c
577,Oral products containing Agaricus Blazei may clear HPV virus,2019/11/7,Baoding Cyber ​​Police Inspection and Law Enforcement,FALSE,https://vp.fact.qq.com/article?id=b70e9a756937881bdcbfa32db727cfbd
578,Herpes simplex virus affects pregnancy and childbirth,2019/10/17,Pan Zhanhe,suspect,https://vp.fact.qq.com/article?id=0469b87188f4622dc97789cbfed42632
579,Carriers of hepatitis B virus will get liver cancer,2019/5/10,Wang Qing,suspect,https://vp.fact.qq.com/article?id=4373080a7bca639b6ebdb1c4c9447d75
580,Many people died of swine virus infection in Hebei,2019/3/2,Hu Yan,FALSE,https://vp.fact.qq.com/article?id=c9e7263d5aa2137394c08b7c25b63cd7
581,Oral sex may cause HPV virus infection in human throat,2018/2/25,Pan Zhanhe,TRUE,https://vp.fact.qq.com/article?id=6ddf4d2a65eec18d95819d9baf4b6ac8
582,Influenza is caused by an influenza virus and is an etiological diagnosis,2019/1/29,Wei Wei,TRUE,https://vp.fact.qq.com/article?id=c16fdb1df57768037983621c3a126ffb
583,Viral tonsil inflammation is mild,2019/1/29,Wei Wei,TRUE,https://vp.fact.qq.com/article?id=1749a632e40716f389f0e72ab7fdf2dc
584,Tonsillitis is caused by a viral infection,2019/1/29,Wei Wei,suspect,https://vp.fact.qq.com/article?id=8ad9b03592c72df888773f1651ddc0d4
585,"""Ransomware"" appears on WeChat Pay",2019/1/28,Wei Wei,FALSE,https://vp.fact.qq.com/article?id=02031bd030b799a327d6c9645b4c17c0
586,Need to stop pregnancy during anti-HBV treatment,2016/7/23,Zu Beichen,suspect,https://vp.fact.qq.com/article?id=4fd0bcfa159603a973ee4c1187841c4d
587,Mother with high hepatitis B virus can't have children,2016/7/23,Wei Wei,FALSE,https://vp.fact.qq.com/article?id=53fb0f0e5f80c4c4c75e5dbc78086a69
588,Antiviral cold medicine is useless,2016/3/23,Rumor Filter,TRUE,https://vp.fact.qq.com/article?id=af52f8a7bc98901d462a1d5d507e35ab
589,There is no clear antiviral drug for colds,2016/3/23,Wei Wei,TRUE,https://vp.fact.qq.com/article?id=00a8a66f4f1f99cbca7b7e4cc75aa818
590,Smoke the room with wormwood to kill the flu virus,2019/1/5,Wei Wei,FALSE,https://vp.fact.qq.com/article?id=8b6324a4da1e8bd149b21105d0a726a0
591,"""Ransomware"" appears on WeChat Pay",2018/12/5,Hu Yuandong,FALSE,https://vp.fact.qq.com/article?id=312b755db5b7212e863039bf4a7df8da
592,Zika virus is caused by genetically modified mosquitoes,2018/9/22,Section of ginger,FALSE,https://vp.fact.qq.com/article?id=cf32195f8ca538d64eecb45794c87918
593,Curcumin protects against cancer caused by HPV virus,2018/8/1,,FALSE,https://vp.fact.qq.com/article?id=068bed9464496ad2f02b6320d1c3a009
594,"After being bitten by a tick, the virus will be transmitted from person to person",2018/7/11,Jun,TRUE,https://vp.fact.qq.com/article?id=c81e1b172b2bdc85d317e36251a8ae80
595,Zombies become infected with Ebola,2015/1/5,Yao Qiuqi,FALSE,https://vp.fact.qq.com/article?id=6d921262b32c2a7735fa5b6fdd6c53a1
596,Canned Thai fruits contain HIV,2013/9/10,,FALSE,https://vp.fact.qq.com/article?id=0b4d59e00aec876081a85742f1a6863e
597,Infection with HPV virus will definitely cause cervical cancer,2018/4/13,True team,FALSE,https://vp.fact.qq.com/article?id=03a753d089ee18e4c83398d595e627c4
598,Eat watermelon and die with sk5 virus,2018/4/4,,FALSE,https://vp.fact.qq.com/article?id=67604cf9e789cb4387fb7f840bbfc1e9
599,"""Women must watch"" and ""2016 salary adjustment plan"" have viruses",2016/5/16,,FALSE,https://vp.fact.qq.com/article?id=743e6ba707c0ae35655ad3f163a5b5a5
600,"WeChat ""People Admired"" Link Virus ",2016/12/29,,FALSE,https://vp.fact.qq.com/article?id=00023ec6f3f621b50cafd68f0e2e7b59
601,Rabies virus can be transmitted from mother to child,2018/3/25,,FALSE,https://vp.fact.qq.com/article?id=a25ed658c70003359c528fe384ca0ca7
602,Recessive infection with rabies virus,2018/3/25,,FALSE,https://vp.fact.qq.com/article?id=ffd26dff6de38ad0ae8ac36fc3c78806
603,Dogs are born with rabies virus,2018/3/25,,FALSE,https://vp.fact.qq.com/article?id=e85adc91bd3588cb538d8b2268e44a81
604,Rabies virus inoculation,2018/3/25,,FALSE,https://vp.fact.qq.com/article?id=1f412c719d79c46ab5ddbd58748afa69
605,Dogs lick their skin and become infected with rabies virus,2018/3/25,,suspect,https://vp.fact.qq.com/article?id=f4abb4b69ce82e873ba72e2e4a01b924
606,Rabies virus spreads through bats,2018/3/25,,TRUE,https://vp.fact.qq.com/article?id=ffb987ff4cfad8b5bf185b4eff7058cd
607,Rabies virus does not spread through cats,2018/3/25,,FALSE,https://vp.fact.qq.com/article?id=4507d86f567419c0c1e568f78218f380
608,Rabies virus can only be transmitted by dogs,2018/3/25,Section of ginger,FALSE,https://vp.fact.qq.com/article?id=bc96f3ff289173390d1b0d882f256840
609,"Flu virus mutation, comeback in March",2018/3/4,,FALSE,https://vp.fact.qq.com/article?id=15ad7462b20d81f33ab42a0589db0d66
610,HBV carriers cannot buy critical illness insurance,2018/2/20,Xu Zhuqing,FALSE,https://vp.fact.qq.com/article?id=0dc8f69dee47131161e7c40de6d7476c
611,Many people died of swine virus infection in a hospital in Hebei,2018/1/24,,FALSE,https://vp.fact.qq.com/article?id=685eba26f57044c1a722466e11ceac70
612,3 people died of SK5 virus infection in Wuhan,2018/1/24,,FALSE,https://vp.fact.qq.com/article?id=51aa779bc4d62057c96b94ac5c2d6079
613,Hepatitis virus can cause cirrhosis,2018/1/2,Doctor Lilac,TRUE,https://vp.fact.qq.com/article?id=fc12089c25d2e207a381b7248595b9a1
614,HIV infection means AIDS,2018/12/1,Song Hui,FALSE,https://vp.fact.qq.com/article?id=cea87bf4abac3a1ad5661bcaf5edc908
615,HIV infection means AIDS,2016/12/1,Wang Pengfei,FALSE,https://vp.fact.qq.com/article?id=06e9804e4a3f22e494c9e363c5f0ed8d
616,Be careful with the virus in your mouth,2017/9/17,Zu Beichen,TRUE,https://vp.fact.qq.com/article?id=91ffc9c1ec61dd5b1a34bf10089b774b
617,Trojan virus in WeChat transfers,2016/12/12,Zheng Ziyu,FALSE,https://vp.fact.qq.com/article?id=eabde648f1bfd3df8106e48cebcee639
618,Public Security Network Supervisor Urgently Notifies SF Red Packet Is Virus,2017/2/28,Zu Beichen,FALSE,https://vp.fact.qq.com/article?id=704b83c1370f5c248de96c7bb0beed94
619,"""Taiyuan M12 Earthquake"" video contains ransomware",2017/5/17,,FALSE,https://vp.fact.qq.com/article?id=aba392dce1169c10ff7d3065e5fe21ba
620,Eating bayberry infected with sk5 virus dies,2017/6/1,More true sister,FALSE,https://vp.fact.qq.com/article?id=cafa1dc3363ce5868914f3c2990cd24f
621,Three people died of SK5 virus in Pudong,2017/6/7,Liu Ziqi,FALSE,https://vp.fact.qq.com/article?id=4ea85cc4ad52f8bccc20239f31cf1c25
622,Cytomegalovirus in breast milk can infect children,2017/8/2,Zu Beichen,suspect,https://vp.fact.qq.com/article?id=742e3b71f7592102cf57a4746728884c
623,Eating strawberries is prone to norovirus,2017/3/15,,FALSE,https://vp.fact.qq.com/article?id=b4f2164fa196f6e9423833648a728448
624,Heavy snow can suppress influenza virus transmission,2015/1/13,Pudong Internet Police,suspect,https://vp.fact.qq.com/article?id=2ca99733b4d6dfeb0fd5aa1fd978f662
625,"""SK5 virus"" killed three people in Dalian",2016/9/8,Tencent Medical Code,FALSE,https://vp.fact.qq.com/article?id=946a2181e7faeda255f3fd82fffa220f
626,HIV for leukemia,2014/9/26,,suspect,https://vp.fact.qq.com/article?id=e211694de2f9d3e6faaa3d0534849f77
627,A baby with HIV is cured,2013/8/27,True team,suspect,https://vp.fact.qq.com/article?id=ecd9ccdcebaa8e6faa7b715c2c66d7ed
628,H7N9 virus gene has been transferred,2013/7/21,Cloudless,suspect,https://vp.fact.qq.com/article?id=a4d1f2d2e72ecb09fab21aabb86e0ebc
641,"13 people in Leling infected with sk5 virus, involved in rescue doctors isolated",2020/2/27,Section of ginger,FALSE,https://vp.fact.qq.com/article?id=a7d8f596e092e4186c200de888c2f3ed
690,Continued human papillomavirus (HPV) infection is a major cause of cervical cancer,2019/5/6,Pan Zhanhe,TRUE,https://vp.fact.qq.com/article?id=7296fc590f37d7ac0805084f511388e6
691,EB virus is closely related to nasopharyngeal carcinoma and lymphoma,2018/2/25,Sichuan Online,TRUE,https://vp.fact.qq.com/article?id=94c0db171b1b604b36fa7ad2f0209653
692,Large-scale zombie virus outbreak in the United States,2019/2/22,Anti-Overseas Rumor Center,FALSE,https://vp.fact.qq.com/article?id=9aba501718f4d3c02ab2497e46a4c90c
693,Men should contraception during anti-HBV treatment,2017/5/12,Wei Wei,suspect,https://vp.fact.qq.com/article?id=3f28ca15c760df84477594a9d5c838d6
694,Timing of Entecavir for Hepatitis B Virus,2016/3/15,Ma Qinghua,TRUE,https://vp.fact.qq.com/article?id=1b604f9d6935db21967cb852853b3638
695,Cough after infection after infection with cold virus,2016/2/22,Shen Weiyu,TRUE,https://vp.fact.qq.com/article?id=d5719269d5c072c5b89961269ded99a7
696,Looking at the neck can tell if you are infected with HIV,2018/12/28,Wang Pengfei,FALSE,https://vp.fact.qq.com/article?id=610cd6b9e99b83332b615504e62f83d9
697,Hepatitis B virus infected patients,2018/12/20,Maggie Feng,suspect,https://vp.fact.qq.com/article?id=05d5d9e4d0457b10915f0d43be4140be
698,Mothers who have hepatitis B virus will definitely pass it on to their children,2018/12/13,Wei Wei,FALSE,https://vp.fact.qq.com/article?id=cd119b164543a528fdd5f72e5c736676
699,Putting onions in a bowl at home prevents flu virus,2018/9/11,Cheyenne,FALSE,https://vp.fact.qq.com/article?id=b76de5b6dcdebb4250dcf0fe90fe9c21
700,Coffee can inhibit mosquito reproduction and prevent Zika virus,2018/9/20,Cloudless,suspect,https://vp.fact.qq.com/article?id=985a1bcdb98bb3c3301b263e2d7e52f4
701,Offspring of AIDS patients must be carriers of the virus,2018/8/13,Wang Pengfei,FALSE,https://vp.fact.qq.com/article?id=cff3657102815dec0e75adc493415abf
702,"Classical swine fever virus can be killed by high temperature, high acid or alkaline",2018/8/4,Wei Wei,TRUE,https://vp.fact.qq.com/article?id=dcdd114545af56e7483b86c2d168375f
703,Eating 8424 watermelon will be infected with H7N9 virus and cause death,2018/7/27,Song Hui,FALSE,https://vp.fact.qq.com/article?id=b8279ed9a320df2b32aa75a0f341f09b
704,Ebola virus is a white plot to smuggle human organs,2014/8/21,True team,FALSE,https://vp.fact.qq.com/article?id=7d3d6d0565d7583c25c66860bd538f90
705,"Thirteen people in Taiyuan, Shanxi province were infected with CTC5 virus due to eating watermelon",2018/4/8,Li Qing,FALSE,https://vp.fact.qq.com/article?id=5227f54170fb176799ac859476db0952
706,"Ganoderma lucidum spore powder has magical effects, can resist tumors and viruses",2019/8/9,,FALSE,https://vp.fact.qq.com/article?id=ab588cd8867185bdabdde28ec578b3ad
707,Many people in Dongyang have eaten Qianxiang lamb and infected with SB6 virus,2018/1/24,Cloudless,FALSE,https://vp.fact.qq.com/article?id=dcbf034cc358df0ab7d7e810368b8bb5
708,"Condoms can't protect against ""nano"" HIV",2010/12/15,Cheyenne,FALSE,https://vp.fact.qq.com/article?id=000f23d93a157bd12d9ea617f2f1094e
722,Trivalent silver ion antibacterial solution can inhibit new coronavirus,2020/2/11,Tencent Medical Code,suspect,https://vp.fact.qq.com/article?id=4f7d476b514b9d93b1c59991882130e7
759,Guangdong Hospital of Traditional Chinese Medicine develops prescription for prevention of new coronavirus pneumonia,2020/1/23,Xie Wangshi,FALSE,https://vp.fact.qq.com/article?id=5bd1b0bf7c4f1a1489936b3ecaca3783
762,Viral hepatitis is a major risk factor for hepatocellular carcinoma,2018/2/25,Section of ginger,TRUE,https://vp.fact.qq.com/article?id=0873880fc1a3f337dcd13b5e7e2eb70d
763,Human papilloma virus (HPV) is closely related to cervical and oropharyngeal cancer,2018/2/25,Pan Zhanhe,TRUE,https://vp.fact.qq.com/article?id=9b8220098aeb5b18c2bee8f4ce818557
764,Hepatitis B / C virus infection is closely related to primary hepatocellular carcinoma,2018/2/25,Wei Wei,TRUE,https://vp.fact.qq.com/article?id=6bbf1488ee34a08dfa87512d25bfa078
765,Common cold is a non-serious upper respiratory infection caused by a virus,2019/1/29,Wei Wei,TRUE,https://vp.fact.qq.com/article?id=3737eb01c00903262aa53de39a5f466e
766,Blood routine can distinguish whether tonsillitis is a viral or bacterial infection,2019/1/29,Wei Wei,FALSE,https://vp.fact.qq.com/article?id=724204d6b6728dff2e2393147fc228ba
767,Hepatitis B mothers need antiviral treatment during pregnancy,2016/7/23,Wei Wei,suspect,https://vp.fact.qq.com/article?id=18e613fbc35dbf158dcec73cb4b09df9
768,The virus in the sperm of the hepatitis B father will be brought into the egg cells and passed to the fetus,2017/5/12,Pan Zhanhe,FALSE,https://vp.fact.qq.com/article?id=d735e930fb987d4a740d071307407e42
769,"The EB flu is severe this time, and the virus can invade the body within 10 minutes.",2019/1/5,Wang Pengfei,FALSE,https://vp.fact.qq.com/article?id=798310ec600332db62724c20b9771afd
770,Hepatitis B virus infected people find themselves pregnant and can't have children,2018/12/13,Liu Huan,suspect,https://vp.fact.qq.com/article?id=322d2d880402a46d18133ca31e9943a5
771,HBV infected mothers can breastfeed,2018/11/26,Mare,TRUE,https://vp.fact.qq.com/article?id=6649c3f09181715264875c5f059c961e
772,Pre-exposure prophylaxis reduces risk of HIV infection,2017/12/21,Hu Yuandong,TRUE,https://vp.fact.qq.com/article?id=27196990e93192a0c16d4027345c15a8
773,"HIV detected in swimming pool in Huai'an stadium, Jiangsu",2018/9/25,Chen Yulan,FALSE,https://vp.fact.qq.com/article?id=1f43fff99f571cf9838d468f915d7af0
774,"13 men and women infected with swine virus died in Erqi District, Zhengzhou",2018/8/21,More true sister,FALSE,https://vp.fact.qq.com/article?id=5f63bb7401f56077a4de90c034d7c8a9
775,13 men and women infected with pig virus died in Shijiazhuang,2018/4/10,,FALSE,https://vp.fact.qq.com/article?id=49a0ecd422dcd71306b5478dc1d8f6bc
776,"Mothers cannot breastfeed when they have a cold, the cold virus is passed to the baby through milk",2018/3/28,,FALSE,https://vp.fact.qq.com/article?id=f6a662e9d3eed1f2fe88d4684074a50d
777,Several years have passed since being bitten by a dog and there is still a risk of rabies virus infection,2018/3/25,True team,FALSE,https://vp.fact.qq.com/article?id=4040abcdb99675acffa53c913c3fa171
778,Rabies virus infection after being bitten by a rabies patient,2018/3/25,,suspect,https://vp.fact.qq.com/article?id=2d257e654a8c31b32027fbd42e2f68e8
779,"Someone died of bp5 virus infection in Traditional Chinese Medicine Hospital of Shunyi District, Beijing",2018/1/9,,FALSE,https://vp.fact.qq.com/article?id=91c8b87e28005d58cc1d84912249b77c
781,Catfish roe is toxic,2019/6/11,Fu Ting,TRUE,https://vp.fact.qq.com/article?id=e8dcafff95728937e62605ff4ade7857
782,Fish gall toxic,2019/1/27,Yao Wenyan,TRUE,https://vp.fact.qq.com/article?id=7181bcf527d0a67613e175cc2b4d596f
783,Essential oils are toxic to cats,2018/12/8,Ruan Guangfeng,TRUE,https://vp.fact.qq.com/article?id=94bba560c70b43ebc94d92a8d1bf9d7c
784,Poisonous skin,2017/2/7,Li Yuanyuan,FALSE,https://vp.fact.qq.com/article?id=5e0c56acb76f80be0f68d28dc2f3da70
785,Poisonous spiders will poison,2018/8/12,Ruan Guangfeng,FALSE,https://vp.fact.qq.com/article?id=9e7897bf3fe38f204e621baaca278ece
786,Poisonous mushrooms cooked with garlic can be detoxified,2018/7/23,Hippocrates,FALSE,https://vp.fact.qq.com/article?id=dcf05ddd6ae0df1e0fbdb70f8fa70c25
787,Poisonous mushrooms can be detoxified by cooking at high temperature,2018/7/23,Li Yuanyuan,FALSE,https://vp.fact.qq.com/article?id=6c24d8f8c1209535110f67a822e19435
788,Yew is poisonous,2019/1/27,Entomology small fish,TRUE,https://vp.fact.qq.com/article?id=3216ac3fe3ffaa1d5c3e9942cc8da739
789,Almonds are poisonous,2018/12/24,Xu Haijun,suspect,https://vp.fact.qq.com/article?id=abfe5e724fd2d0e1e93e1ffdc17e3b29
790,Licking wounds can disinfect,2019/5/4,Hippocrates,suspect,https://vp.fact.qq.com/article?id=674c42dcc62a58c067ef19994eb3fb3b
791,Sweet potato skin is poisonous,2017/2/7,Gu Chuanling,suspect,https://vp.fact.qq.com/article?id=97c5d2d0d99d08406f160b21d73baa7b
